_id,ltable_ID,rtable_ID,Name_Name_jac_qgm_3_qgm_3,Name_Name_cos_dlm_dc0_dlm_dc0,Name_Name_mel,Name_Name_lev_dist,Name_Name_lev_sim,Author_Author_jac_qgm_3_qgm_3,Author_Author_cos_dlm_dc0_dlm_dc0,Author_Author_jac_dlm_dc0_dlm_dc0,Author_Author_mel,Author_Author_lev_dist,Author_Author_lev_sim,Author_Author_nmw,Author_Author_sw,Publishing_Date_Publishing_Date_lev_sim,Publishing_Date_Publishing_Date_jar,Publishing_Date_Publishing_Date_jwn,Publishing_Date_Publishing_Date_exm,Pages_Pages_exm,Pages_Pages_anm,Pages_Pages_lev_dist,predicted
69,1059,617,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.5226141078838175,0.7113439685267037,0.7661356471819007,0.007261410788381743,1.0,1.0,0.0,1.0
70,1284,623,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.8,0.9333333373069763,0.9599999785423279,0.0,1.0,1.0,0.0,1.0
72,47,631,0.8863636363636364,0.9128709291752769,0.9950000047683716,1.0,0.975,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.5226141078838175,0.7113439685267037,0.7661356471819007,0.007261410788381743,1.0,1.0,0.0,1.0
75,488,663,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.8,0.9333333373069763,0.9599999785423279,0.0,0.0,0.9558823529411765,2.0,1.0
78,2817,727,0.5573770491803278,0.5976143046671968,0.9241379499435425,22.0,0.6206896551724138,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.6,0.8107143044471741,0.8675000071525574,0.0,0.0,0.863265306122449,2.0,1.0
88,607,767,0.6911764705882353,0.8040302522073697,0.9240027070045471,12.0,0.8032786885245902,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.5226141078838175,0.7113439685267037,0.7661356471819007,0.007261410788381743,0.0,0.9970414201183432,1.0,1.0
89,1079,776,0.7083333333333334,0.8944271909999159,0.949999988079071,17.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.9,0.9666666388511658,0.9799999594688416,0.0,1.0,1.0,0.0,1.0
91,1011,802,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.5226141078838175,0.7113439685267037,0.7661356471819007,0.007261410788381743,0.0924548352816153,0.6783152035351769,2.3049946865037194,1.0
95,263,844,0.7222222222222222,0.8819171036881969,0.956000030040741,11.0,0.78,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.8,0.9333333373069763,0.9599999785423279,0.0,0.0,0.993103448275862,2.0,1.0
98,524,885,0.7222222222222222,0.8660254037844386,0.949999988079071,22.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.9,0.9666666388511658,0.9799999594688416,0.0,0.0,0.9090909090909091,2.0,1.0
104,24,893,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.8,0.9333333373069763,0.9599999785423279,0.0,1.0,1.0,0.0,1.0
108,509,957,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.6,0.7555555701255798,0.8533333539962769,0.0,0.0,0.9375,2.0,1.0
119,419,1074,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,1.0,1.0,0.9866666793823242,1.0,0.9333333333333333,13.0,13.0,0.6,0.8259259462356567,0.8955555558204651,0.0,1.0,1.0,0.0,1.0
120,749,1079,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.9,0.9666666388511658,0.9799999594688416,0.0,1.0,1.0,0.0,1.0
121,3129,1082,0.4418604651162791,0.5669467095138409,0.8974359035491943,20.0,0.4871794871794872,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.5,0.7083333134651184,0.7958333492279053,0.0,0.0,0.8571428571428572,2.0,1.0
122,681,1115,1.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,0.9833333492279053,1.0,0.9166666666666666,10.0,10.0,0.7,0.8259259462356567,0.8955555558204651,0.0,0.0,0.9921875,1.0,1.0
125,727,1155,0.6888888888888889,0.7216878364870323,0.9178571105003357,23.0,0.5892857142857143,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
134,251,1230,0.8313253012048193,0.894427190999916,0.9509803652763367,25.0,0.7549019607843137,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.9,0.9666666388511658,0.9799999594688416,0.0,1.0,1.0,0.0,1.0
136,194,1262,0.7735849056603774,0.9285714285714286,0.9126231670379639,11.0,0.89,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.6,0.7277777791023254,0.7822222113609314,0.0,0.0,0.8,2.0,1.0
138,15,1267,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.6,0.7833333611488342,0.8483333587646484,0.0,0.0,0.9592391304347826,2.0,1.0
149,367,1341,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.8,0.9333333373069763,0.9599999785423279,0.0,0.0924548352816153,0.6783152035351769,2.3049946865037194,1.0
171,69,1477,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.8,0.9333333373069763,0.9599999785423279,0.0,1.0,1.0,0.0,1.0
180,148,1602,0.5084745762711864,0.7905694150420948,0.9107142686843872,25.0,0.5535714285714286,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
184,209,1666,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.9,0.9666666388511658,0.9799999594688416,0.0,1.0,1.0,0.0,1.0
187,1059,1672,0.6428571428571429,0.7715167498104595,0.8696204423904419,9.0,0.8085106382978724,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.5226141078838175,0.7113439685267037,0.7661356471819007,0.007261410788381743,0.0,0.9955555555555555,1.0,1.0
188,515,1681,0.8333333333333334,0.9999999999999998,0.9661538600921631,23.0,0.6461538461538461,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.5,0.7783069014549255,0.8448148369789124,0.0,0.0,0.9984756097560976,1.0,1.0
